Germany; VTT ;2838; $250.00 ; $12.00 ;01.04.2014
United States of America; Amarilla ;1953; $260.00 ; $12.00 ;01.04.2014
Germany; Amarilla ;4219.5; $260.00 ; $125.00 ;01.04.2014
United States of America; Montana ;2301; $5.00 ; $300.00 ;01.04.2014
United States of America; Paseo ;4492.5; $10.00 ; $7.00 ;01.04.2014
France; Velo ;3864; $120.00 ; $20.00 ;01.04.2014
Canada; VTT ;943.5; $250.00 ; $350.00 ;01.04.2014
Canada; Carretera ;742.5; $3.00 ; $125.00 ;01.04.2014
France; Carretera ;4243.5; $3.00 ; $125.00 ;01.04.2014
Germany; Carretera ;2580; $3.00 ; $20.00 ;01.04.2014
Mexico; VTT ;1916; $250.00 ; $12.00 ;01.04.2014
Canada; Velo ;3850.5; $120.00 ; $20.00 ;01.04.2014
Germany; Paseo ;1414.5; $10.00 ; $300.00 ;01.04.2014
Mexico; Amarilla ;1074; $260.00 ; $125.00 ;01.04.2014
Mexico; Paseo ;1607; $10.00 ; $300.00 ;01.04.2014
France; Paseo ;3801; $10.00 ; $15.00 ;01.04.2014
Mexico; Montana ;980; $5.00 ; $350.00 ;01.04.2014
France; VTT ;1738.5; $250.00 ; $12.00 ;01.04.2014
Germany; Paseo ;1259; $10.00 ; $7.00 ;01.04.2014
France; VTT ;574.5; $250.00 ; $350.00 ;01.04.2014
Canada; Montana ;3802.5; $5.00 ; $300.00 ;01.04.2014
United States of America; Paseo ;3675; $10.00 ; $15.00 ;01.04.2014
United States of America; VTT ;1351.5; $250.00 ; $350.00 ;01.04.2014
Mexico; Velo ;2628; $120.00 ; $15.00 ;01.04.2014
United States of America; Carretera ;3445.5; $3.00 ; $125.00 ;01.04.2014
Germany; Velo ;510; $120.00 ; $15.00 ;01.04.2014
Canada; Amarilla ;3520.5; $260.00 ; $12.00 ;01.04.2014
France; Paseo ;2532; $10.00 ; $7.00 ;01.04.2014
France; Montana ;1773; $5.00 ; $300.00 ;01.04.2014
Mexico; Carretera ;2579; $3.00 ; $20.00 ;01.04.2014
Germany; Montana ;1199; $5.00 ; $350.00 ;01.04.2014
United States of America; Velo ;606; $120.00 ; $20.00 ;01.04.2014
Canada; Paseo ;1614; $10.00 ; $15.00 ;01.04.2014
Mexico; Paseo ;2535; $10.00 ; $7.00 ;01.04.2014
Canada; Paseo ;723; $10.00 ; $7.00 ;01.04.2014
